Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
3.17,1.91,0.36,85.65,99.36,Weekend,Saturday,Light_Load
3.71,4,0,68,100,Weekday,Tuesday,Light_Load
85.61,38.84,0,91.07,100,Weekday,Thursday,Medium_Load
6.98,0,25.63,100,26.28,Weekday,Tuesday,Medium_Load
30.89,0,6.88,100,97.61,Weekday,Friday,Medium_Load
4.39,0,21.42,100,20.08,Weekday,Tuesday,Medium_Load
42.95,18.9,0,91.53,100,Weekday,Friday,Medium_Load
39.31,16.96,0.5,91.82,99.99,Weekday,Monday,Medium_Load
2.77,5.26,0,46.6,100,Weekend,Sunday,Light_Load
3.06,0,15.62,100,19.22,Weekday,Tuesday,Medium_Load
2.74,4.46,0,52.35,100,Weekend,Sunday,Light_Load
3.78,4.86,0,61.39,100,Weekday,Wednesday,Medium_Load
49.9,19.76,0,92.98,100,Weekday,Wednesday,Maximum_Load
50.51,12.35,0,97.14,100,Weekday,Wednesday,Medium_Load
51.8,12.35,4.03,97.27,99.7,Weekday,Thursday,Medium_Load
2.77,3.92,0,57.71,100,Weekend,Sunday,Light_Load
64.04,30.74,0,90.15,100,Weekday,Wednesday,Light_Load
87.19,27.07,0,95.5,100,Weekday,Monday,Maximum_Load
4,0,17.89,100,21.82,Weekday,Wednesday,Medium_Load
10.58,18,0,50.67,100,Weekday,Wednesday,Medium_Load
3.2,0,16.6,100,18.93,Weekend,Sunday,Light_Load
3.35,6.48,0,45.92,100,Weekday,Thursday,Light_Load
49.86,25.06,0,89.35,100,Weekday,Tuesday,Maximum_Load
3.46,0,18.32,100,18.56,Weekend,Sunday,Light_Load
3.85,0,19.33,100,19.53,Weekend,Saturday,Maximum_Load
29.7,0,10.01,100,94.76,Weekday,Wednesday,Medium_Load
67.18,28.55,0,92.03,100,Weekday,Thursday,Maximum_Load
4.61,0,5.8,100,62.22,Weekday,Wednesday,Medium_Load
2.95,4.46,0,55.17,100,Weekday,Thursday,Light_Load
68.22,37.15,0,87.82,100,Weekday,Wednesday,Medium_Load
3.13,4.39,0,58.05,100,Weekday,Tuesday,Light_Load
63.5,29.52,0,90.68,100,Weekday,Thursday,Medium_Load
3.67,6.16,0,51.18,100,Weekday,Wednesday,Light_Load
4.82,5.94,0,63.01,100,Weekend,Sunday,Light_Load
3.13,5.8,0,47.49,100,Weekday,Wednesday,Light_Load
3.35,0,17.42,100,18.88,Weekend,Saturday,Medium_Load
52.13,27.14,0,88.7,100,Weekday,Thursday,Medium_Load
2.95,4.43,0,55.43,100,Weekday,Monday,Light_Load
3.06,4.57,0,55.64,100,Weekday,Wednesday,Light_Load
3.17,0,15.98,100,19.46,Weekend,Sunday,Light_Load
2.99,4.32,0,56.91,100,Weekday,Tuesday,Light_Load
72,34.88,0,90,100,Weekday,Tuesday,Medium_Load
4.68,7.67,0,52.09,100,Weekday,Friday,Light_Load
65.92,35.68,0,87.94,100,Weekday,Thursday,Medium_Load
55.69,25.31,0,91.04,100,Weekday,Thursday,Maximum_Load
3.46,2.34,0.43,82.83,99.24,Weekday,Wednesday,Light_Load
2.99,5,0,51.32,100,Weekend,Sunday,Light_Load
3.46,4.68,0,59.45,100,Weekday,Tuesday,Medium_Load
40.46,11.38,0,96.26,100,Weekday,Monday,Medium_Load
2.99,4.25,0,57.54,100,Weekday,Monday,Light_Load
4.18,0,18.11,100,22.49,Weekend,Saturday,Light_Load
47.48,12.82,0,96.54,100,Weekday,Tuesday,Maximum_Load
3.67,4.64,0,62.04,100,Weekday,Wednesday,Light_Load
59.44,37.76,0,84.41,100,Weekend,Saturday,Maximum_Load
2.74,5.04,0,47.76,100,Weekend,Sunday,Light_Load
102.28,40.82,0,92.88,100,Weekday,Thursday,Medium_Load
3.38,0,4.64,100,58.88,Weekend,Sunday,Light_Load
2.84,4.72,0,51.56,100,Weekend,Sunday,Light_Load
82.73,51.41,0,84.94,100,Weekday,Thursday,Maximum_Load
2.81,3.67,0,60.79,100,Weekend,Saturday,Light_Load
3.17,5.08,0,52.94,100,Weekday,Tuesday,Light_Load
67.18,37.19,0,87.49,100,Weekend,Sunday,Light_Load
58.25,37.98,0,83.77,100,Weekday,Thursday,Maximum_Load
4.25,4.28,0,70.46,100,Weekday,Friday,Light_Load
14.72,0.65,16.42,99.9,66.75,Weekday,Thursday,Medium_Load
48.06,22.82,0,90.33,100,Weekday,Wednesday,Maximum_Load
3.06,3.85,0,62.22,100,Weekend,Sunday,Light_Load
2.74,4.57,0,51.42,100,Weekend,Sunday,Light_Load
95.98,12.92,0,99.11,100,Weekday,Tuesday,Medium_Load
3.02,6.08,0,44.49,100,Weekday,Thursday,Light_Load
2.88,5.83,0,44.29,100,Weekend,Saturday,Light_Load
28.4,0.14,5.65,100,98.08,Weekday,Tuesday,Medium_Load
3.53,4.79,0,59.33,100,Weekday,Thursday,Light_Load
66.1,28.62,0,91.77,100,Weekday,Thursday,Medium_Load
15.52,3.74,19.04,97.22,63.18,Weekday,Monday,Medium_Load
3.1,4.03,0,60.97,100,Weekday,Tuesday,Light_Load
2.95,0,11.48,100,24.89,Weekend,Sunday,Light_Load
2.92,0,11.09,100,25.46,Weekend,Sunday,Light_Load
19.8,16.63,0,76.57,100,Weekend,Sunday,Light_Load
110.52,56.09,0,89.17,100,Weekday,Monday,Maximum_Load
70.52,34.7,0,89.73,100,Weekday,Thursday,Medium_Load
4.68,5.54,0,64.53,100,Weekday,Friday,Light_Load
2.7,4.46,0,51.79,100,Weekday,Wednesday,Light_Load
67.5,20.34,0,95.75,100,Weekday,Monday,Medium_Load
2.7,5.87,0,41.79,100,Weekday,Monday,Light_Load
3.38,6.48,0,46.25,100,Weekend,Sunday,Light_Load
51.8,26.64,0,88.93,100,Weekday,Thursday,Maximum_Load
3.28,3.17,0,71.91,100,Weekday,Friday,Light_Load
43.52,11.99,0,96.41,100,Weekday,Wednesday,Medium_Load
3.85,4.79,0,62.65,100,Weekday,Friday,Light_Load
4.93,0,16.24,100,29.05,Weekday,Thursday,Medium_Load
8.28,0,18.72,100,40.45,Weekday,Wednesday,Medium_Load
38.81,0.25,2.81,100,99.74,Weekend,Saturday,Maximum_Load
2.7,0,11.3,100,23.24,Weekend,Sunday,Light_Load
47.09,28.76,0,85.34,100,Weekend,Saturday,Maximum_Load
3.28,7.02,0,42.33,100,Weekday,Thursday,Light_Load
56.27,19.19,0,94.65,100,Weekday,Monday,Maximum_Load
3.82,7.09,0,47.43,100,Weekday,Friday,Light_Load
3.06,3.85,0,62.22,100,Weekday,Thursday,Light_Load
88.85,32.29,0,93.99,100,Weekday,Friday,Medium_Load
2.45,4.61,0,46.93,100,Weekday,Wednesday,Light_Load
9,0.43,20.59,99.89,40.05,Weekday,Friday,Medium_Load
4.32,3.42,0,78.4,100,Weekday,Tuesday,Light_Load
84.49,37.01,0,91.6,100,Weekend,Saturday,Maximum_Load
102.56,42.44,0,92.4,100,Weekday,Tuesday,Maximum_Load
2.74,3.6,0,60.56,100,Weekday,Monday,Light_Load
3.02,4.32,0,57.3,100,Weekend,Saturday,Light_Load
3.85,3.56,0,73.42,100,Weekend,Sunday,Light_Load
57.56,28.8,0,89.43,100,Weekday,Wednesday,Maximum_Load
3.06,0,12.89,100,23.1,Weekend,Sunday,Light_Load
3.24,0,4.72,100,56.59,Weekend,Sunday,Light_Load
63.83,47.34,0,80.32,100,Weekday,Friday,Maximum_Load
48.02,22.32,0,90.68,100,Weekday,Wednesday,Medium_Load
2.77,5.51,0,44.92,100,Weekend,Sunday,Light_Load
3.2,0,13.28,100,23.43,Weekend,Sunday,Light_Load
3.28,0,15.37,100,20.87,Weekend,Sunday,Light_Load
3.46,4.14,0,64.13,100,Weekday,Monday,Medium_Load
98.93,41.76,0,92.13,100,Weekday,Monday,Medium_Load
2.95,5.58,0,46.74,100,Weekday,Friday,Light_Load
4.1,0,17.57,100,22.72,Weekend,Sunday,Light_Load
3.2,5.54,0,50.02,100,Weekend,Sunday,Light_Load
4.03,3.56,0,74.95,100,Weekend,Sunday,Light_Load
98.6,22.5,0,97.49,100,Weekday,Monday,Medium_Load
2.77,0,13.07,100,20.73,Weekday,Monday,Medium_Load
2.99,6.05,0,44.31,100,Weekend,Sunday,Light_Load
3.31,0,17.96,100,18.12,Weekday,Friday,Light_Load
28.22,9.25,0,95.03,100,Weekend,Sunday,Maximum_Load
3.96,3.2,0,77.78,100,Weekday,Monday,Light_Load
32.58,2.3,0.47,99.75,99.99,Weekday,Monday,Medium_Load
3.13,5.11,0,52.23,100,Weekday,Thursday,Light_Load
4.93,0,27.11,100,17.89,Weekend,Sunday,Medium_Load
3.56,4.5,0,62.04,100,Weekend,Sunday,Light_Load
79.42,24.05,0,95.71,100,Weekday,Tuesday,Medium_Load
2.99,3.1,0,69.42,100,Weekday,Wednesday,Light_Load
2.84,1.84,0.32,83.93,99.37,Weekday,Tuesday,Light_Load
3.17,3.82,0,63.86,100,Weekday,Tuesday,Light_Load
35.17,3.6,0.25,99.48,100,Weekday,Tuesday,Medium_Load
71.93,43.38,0,85.63,100,Weekday,Wednesday,Maximum_Load
2.81,4.39,0,53.91,100,Weekend,Sunday,Medium_Load
2.99,0,11.63,100,24.9,Weekend,Sunday,Medium_Load
23.9,4.54,8.06,98.24,94.76,Weekday,Wednesday,Maximum_Load
3.06,3.56,0,65.18,100,Weekday,Tuesday,Light_Load
4.07,0,21.24,100,18.82,Weekend,Sunday,Medium_Load
2.63,4.43,0,51.05,100,Weekday,Wednesday,Light_Load
63.32,23.4,0,93.8,100,Weekday,Friday,Medium_Load
7.74,0,25.02,100,29.55,Weekday,Thursday,Medium_Load
2.74,4.46,0,52.35,100,Weekday,Wednesday,Light_Load
3.35,4.79,0,57.31,100,Weekday,Friday,Light_Load
38.63,16.74,0,91.76,100,Weekday,Friday,Medium_Load
57.31,22.72,0,92.96,100,Weekday,Wednesday,Medium_Load
83.7,12.6,0.58,98.89,100,Weekday,Wednesday,Medium_Load
97.99,40.18,0,92.52,100,Weekday,Friday,Medium_Load
31.03,1.12,1.76,99.93,99.84,Weekend,Sunday,Maximum_Load
6.16,0,24.59,100,24.3,Weekday,Wednesday,Medium_Load
39.24,2.63,0.04,99.78,100,Weekend,Saturday,Maximum_Load
4.18,4.18,0,70.71,100,Weekday,Monday,Light_Load
2.66,4.61,0,49.98,100,Weekend,Sunday,Light_Load
71.42,31.32,0,91.58,100,Weekend,Saturday,Maximum_Load
2.59,4.82,0,47.33,100,Weekday,Monday,Light_Load
3.17,3.82,0,63.86,100,Weekend,Saturday,Light_Load
60.98,24.23,0,92.93,100,Weekday,Wednesday,Medium_Load
3.24,4.1,0,62,100,Weekday,Tuesday,Medium_Load
71.14,23.62,0,94.91,100,Weekday,Tuesday,Medium_Load
2.88,0,4.03,100,58.14,Weekend,Sunday,Light_Load
4.75,0,20.56,100,22.51,Weekend,Saturday,Medium_Load
3.85,4.54,0,64.68,100,Weekday,Wednesday,Light_Load
71.17,41.94,0,86.15,100,Weekday,Tuesday,Medium_Load
2.52,4.97,0,45.22,100,Weekday,Wednesday,Light_Load
3.71,0,18.07,100,20.11,Weekend,Saturday,Medium_Load
3.24,0,17.6,100,18.1,Weekend,Sunday,Light_Load
2.84,4.9,0,50.15,100,Weekday,Thursday,Light_Load
2.88,4.61,0,52.98,100,Weekday,Tuesday,Light_Load
3.6,3.2,0,74.74,100,Weekend,Sunday,Light_Load
118.98,53.39,0,91.24,100,Weekday,Wednesday,Medium_Load
4.72,4.64,0,71.31,100,Weekday,Tuesday,Light_Load
103.03,73.8,0,81.3,100,Weekday,Wednesday,Light_Load
54.36,48.89,0,74.35,100,Weekday,Thursday,Light_Load
2.81,4.79,0,50.6,100,Weekday,Tuesday,Light_Load
2.7,4.82,0,48.87,100,Weekday,Thursday,Light_Load
3.02,0,16.85,100,17.64,Weekend,Sunday,Light_Load
3.67,4.79,0,60.82,100,Weekday,Thursday,Light_Load
55.73,26.75,0,90.15,100,Weekday,Tuesday,Medium_Load
4.72,0,12.49,100,35.35,Weekend,Sunday,Maximum_Load
5.33,0,6.7,100,62.26,Weekend,Saturday,Maximum_Load
3.35,5.22,0,54.01,100,Weekday,Wednesday,Light_Load
2.88,0,11.41,100,24.47,Weekend,Sunday,Light_Load
67.1,37.98,0,87.03,100,Weekend,Saturday,Maximum_Load
63.07,18.5,0,95.96,100,Weekend,Saturday,Medium_Load
58.86,34.27,0,86.42,100,Weekday,Tuesday,Maximum_Load
4.46,0,16.67,100,25.85,Weekday,Friday,Medium_Load
2.95,3.92,0,60.13,100,Weekend,Saturday,Light_Load
39.82,8.35,0,97.87,100,Weekday,Thursday,Medium_Load
34.6,1.33,1.76,99.93,99.87,Weekday,Friday,Medium_Load
2.74,5.76,0,42.96,100,Weekday,Friday,Light_Load
39.28,18.61,0,90.37,100,Weekday,Tuesday,Light_Load
67.46,53.46,0,78.37,100,Weekday,Tuesday,Light_Load
3.64,0,25.09,100,14.36,Weekday,Tuesday,Medium_Load
62.75,23.44,0,93.68,100,Weekend,Sunday,Maximum_Load
3.31,4.36,0,60.47,100,Weekend,Sunday,Light_Load
81.65,40.18,0,89.72,100,Weekday,Wednesday,Medium_Load
61.13,32.08,0,88.55,100,Weekday,Friday,Maximum_Load
75.13,28.8,0,93.37,100,Weekday,Wednesday,Maximum_Load
56.12,49.5,0,75,100,Weekday,Thursday,Medium_Load
58,27.11,0,90.59,100,Weekday,Friday,Maximum_Load
6.41,0,19.94,100,30.6,Weekday,Friday,Medium_Load
2.81,4.18,0,55.79,100,Weekday,Thursday,Light_Load
3.71,2.92,0,78.58,100,Weekday,Thursday,Light_Load
4.14,3.67,0,74.83,100,Weekend,Sunday,Light_Load
3.92,7.09,0,48.39,100,Weekday,Friday,Maximum_Load
117.65,57.02,0,89.99,100,Weekday,Friday,Maximum_Load
7.56,0,25.27,100,28.66,Weekday,Monday,Medium_Load
28.48,3.71,6.7,99.16,97.34,Weekday,Friday,Medium_Load
2.95,5.87,0,44.9,100,Weekday,Friday,Light_Load
2.81,5.29,0,46.91,100,Weekday,Thursday,Light_Load
2.88,5.04,0,49.61,100,Weekend,Saturday,Light_Load
3.06,4.43,0,56.83,100,Weekend,Sunday,Light_Load
3.74,6.66,0.11,48.96,99.96,Weekend,Sunday,Medium_Load
3.71,3.92,0,68.74,100,Weekday,Tuesday,Light_Load
51.95,28.12,0,87.94,100,Weekday,Thursday,Maximum_Load
49.46,30.06,0,85.46,100,Weekday,Thursday,Maximum_Load
82.62,30.38,0,93.86,100,Weekday,Tuesday,Medium_Load
3.38,4.64,0,58.88,100,Weekday,Wednesday,Light_Load
43.92,27.58,0,84.69,100,Weekday,Tuesday,Maximum_Load
3.71,4.07,0,67.37,100,Weekday,Wednesday,Medium_Load
2.81,4.54,0,52.63,100,Weekend,Sunday,Light_Load
52.96,22.82,0,91.84,100,Weekday,Thursday,Maximum_Load
105.48,44.32,0,92.19,100,Weekday,Thursday,Medium_Load
38.41,7.38,0.04,98.2,100,Weekend,Saturday,Light_Load
22.79,3.82,0.11,98.62,100,Weekend,Saturday,Maximum_Load
2.81,0,17.32,100,16.01,Weekend,Saturday,Light_Load
142.78,67.32,0,90.45,100,Weekday,Friday,Maximum_Load
110.41,43.49,0,93.04,100,Weekday,Monday,Medium_Load
31.9,13.61,0.76,91.98,99.97,Weekday,Friday,Medium_Load
66.71,31,0,90.69,100,Weekday,Monday,Medium_Load
71.06,29.66,4.86,92.28,99.77,Weekday,Tuesday,Medium_Load
3.56,0,8.1,100,40.24,Weekend,Sunday,Medium_Load
3.28,2.41,0.07,80.59,99.98,Weekday,Tuesday,Light_Load
3.17,5.58,0,49.4,100,Weekday,Friday,Light_Load
30.35,0.32,7.31,99.99,97.22,Weekend,Saturday,Maximum_Load
3.17,0,16.63,100,18.72,Weekend,Sunday,Light_Load
2.81,4.82,0,50.36,100,Weekend,Sunday,Light_Load
3.02,5.22,0,50.08,100,Weekday,Tuesday,Light_Load
72.76,68.15,0,72.98,100,Weekday,Tuesday,Light_Load
112.86,57.89,0,88.98,100,Weekday,Thursday,Maximum_Load
107.17,73.22,0,82.57,100,Weekday,Thursday,Light_Load
123.19,44.14,0,94.14,100,Weekday,Wednesday,Medium_Load
51.19,9.72,0.29,98.24,100,Weekday,Wednesday,Medium_Load
3.13,5.9,0,46.86,100,Weekend,Saturday,Light_Load
5.54,5.69,0,69.76,100,Weekday,Thursday,Light_Load
4,3.74,0,73.04,100,Weekday,Wednesday,Light_Load
62.24,43.16,0,82.18,100,Weekday,Thursday,Maximum_Load
2.99,3.2,0,68.27,100,Weekday,Wednesday,Light_Load
3.38,2.84,0,76.56,100,Weekend,Sunday,Light_Load
3.85,5.08,0,60.4,100,Weekday,Monday,Light_Load
128.38,51.88,0,92.72,100,Weekday,Tuesday,Light_Load
2.88,4.28,0,55.83,100,Weekend,Saturday,Light_Load
100.87,45.94,0,91.01,100,Weekend,Saturday,Maximum_Load
69.48,31.82,0,90.92,100,Weekday,Friday,Maximum_Load
3.02,0,10.73,100,27.09,Weekend,Sunday,Light_Load
42.91,13.9,0,95.13,100,Weekday,Tuesday,Maximum_Load
3.28,0,16.92,100,19.03,Weekend,Sunday,Light_Load
4.54,5.4,0,64.35,100,Weekday,Monday,Light_Load
56.84,61.09,0,68.12,100,Weekday,Friday,Light_Load
3.06,1.98,0.32,83.96,99.46,Weekday,Friday,Light_Load
4.57,0,25.67,100,17.53,Weekday,Monday,Medium_Load
3.85,0,22.72,100,16.71,Weekday,Wednesday,Light_Load
32.9,15.55,5.18,90.41,98.78,Weekday,Monday,Maximum_Load
3.53,0,14.33,100,23.92,Weekend,Sunday,Light_Load
94.64,27.54,0,96.02,100,Weekday,Tuesday,Medium_Load
79.56,32.72,0,92.48,100,Weekday,Tuesday,Medium_Load
34.74,0.58,3.42,99.99,99.52,Weekend,Saturday,Maximum_Load
33.84,0.54,3.1,99.99,99.58,Weekday,Thursday,Medium_Load
52.56,19.37,0,93.83,100,Weekday,Friday,Maximum_Load
4.1,4.36,0,68.51,100,Weekday,Wednesday,Light_Load
38.38,7.52,0.04,98.13,100,Weekday,Tuesday,Maximum_Load
37.04,0.54,2.77,99.99,99.72,Weekday,Thursday,Medium_Load
3.6,6.55,0,48.17,100,Weekday,Friday,Light_Load
2.84,5.22,0,47.79,100,Weekday,Monday,Light_Load
3.49,0,10.91,100,30.47,Weekend,Sunday,Light_Load
3.89,0,22.1,100,17.34,Weekday,Wednesday,Maximum_Load
37.69,9.83,5.15,96.76,99.08,Weekend,Sunday,Medium_Load
2.88,3.85,0,59.9,100,Weekday,Tuesday,Light_Load
2.88,0,4.64,100,52.74,Weekend,Sunday,Light_Load
40.18,23.98,0,85.87,100,Weekend,Saturday,Medium_Load
45.86,29.2,0,84.35,100,Weekend,Saturday,Maximum_Load
4.5,5.22,0,65.29,100,Weekend,Sunday,Light_Load
29.48,0,10.58,100,94.12,Weekday,Friday,Medium_Load
4.36,0,20.74,100,20.57,Weekday,Tuesday,Medium_Load
3.6,4.25,0,64.63,100,Weekday,Friday,Light_Load
58.57,23.47,0.04,92.82,100,Weekend,Saturday,Maximum_Load
4.54,0,18.76,100,23.52,Weekend,Sunday,Light_Load
3.1,3.2,0,69.58,100,Weekday,Wednesday,Light_Load
3.46,0,17.06,100,19.88,Weekday,Wednesday,Medium_Load
3.24,0,16.31,100,19.48,Weekend,Sunday,Light_Load
3.92,3.64,0,73.28,100,Weekday,Wednesday,Light_Load
82.04,13.39,0.25,98.69,100,Weekday,Tuesday,Medium_Load
38.16,4.68,0.5,99.26,99.99,Weekday,Tuesday,Maximum_Load
4.07,0,17.39,100,22.79,Weekend,Saturday,Medium_Load
9.86,0,20.52,100,43.31,Weekday,Monday,Maximum_Load
4.14,0,16.78,100,23.95,Weekend,Saturday,Maximum_Load
3.28,0,24.7,100,13.16,Weekday,Wednesday,Medium_Load
37.55,27.5,0,80.68,100,Weekday,Tuesday,Light_Load
3.42,4.97,0,56.69,100,Weekday,Friday,Light_Load
65.3,34.7,0,88.31,100,Weekday,Monday,Maximum_Load
2.66,4.32,0,52.43,100,Weekday,Friday,Light_Load
3.53,6.48,0,47.84,100,Weekday,Tuesday,Maximum_Load
4.21,0,25.74,100,16.14,Weekend,Sunday,Light_Load
3.46,5.18,0,55.54,100,Weekend,Saturday,Light_Load
31.61,2.2,0.65,99.76,99.98,Weekend,Saturday,Maximum_Load
3.96,5.08,0,61.48,100,Weekday,Wednesday,Light_Load
3.02,4.5,0,55.73,100,Weekday,Thursday,Light_Load
63.32,49.57,0,78.74,100,Weekday,Tuesday,Light_Load
3.2,0,5.36,100,51.26,Weekend,Sunday,Light_Load
60.16,20.66,0,94.58,100,Weekday,Thursday,Medium_Load
3.38,4.07,0,63.89,100,Weekend,Sunday,Light_Load
3.17,4.68,0,56.08,100,Weekend,Sunday,Light_Load
3.06,0,14.83,100,20.21,Weekday,Monday,Light_Load
4.68,0,25.78,100,17.86,Weekend,Saturday,Light_Load
3.1,4.03,0,60.97,100,Weekday,Tuesday,Light_Load
2.74,4.46,0,52.35,100,Weekend,Sunday,Light_Load
2.95,0,3.92,100,60.13,Weekday,Tuesday,Light_Load
3.71,0,17.53,100,20.71,Weekend,Saturday,Medium_Load
4.32,0,25.7,100,16.58,Weekday,Monday,Medium_Load
3.92,6.19,0,53.5,100,Weekday,Friday,Light_Load
52.02,16.02,0,95.57,100,Weekday,Friday,Maximum_Load
95.29,43.7,0,90.9,100,Weekday,Tuesday,Medium_Load
109.87,38.63,0,94.34,100,Weekday,Thursday,Medium_Load
49.68,16.2,0,95.07,100,Weekend,Saturday,Medium_Load
3.64,3.92,0,68.05,100,Weekday,Tuesday,Light_Load
51.12,26.75,0,88.6,100,Weekday,Friday,Medium_Load
57.53,4.9,2.23,99.64,99.92,Weekend,Saturday,Medium_Load
4.18,4.43,0,68.63,100,Weekend,Sunday,Light_Load
3.82,6.98,0,48.01,100,Weekday,Monday,Medium_Load
2.74,4.86,0,49.11,100,Weekday,Thursday,Light_Load
3.67,0.94,13.32,96.87,26.56,Weekday,Wednesday,Medium_Load
131.11,56.45,0,91.85,100,Weekday,Thursday,Medium_Load
3.1,4.18,0,59.57,100,Weekend,Sunday,Light_Load
2.99,5.54,0,47.5,100,Weekday,Wednesday,Light_Load
4.61,4.64,0,70.48,100,Weekday,Monday,Light_Load
3.49,4.21,0,63.82,100,Weekday,Tuesday,Light_Load
31.32,11.23,0.65,94.13,99.98,Weekend,Sunday,Maximum_Load
53.39,25.16,0,90.46,100,Weekday,Monday,Maximum_Load
3.67,7.09,0,45.97,100,Weekend,Sunday,Light_Load
3.92,3.46,0.04,74.97,99.99,Weekday,Friday,Light_Load
4.03,0,17.68,100,22.22,Weekday,Monday,Medium_Load
3.92,0,22.14,100,17.43,Weekday,Monday,Medium_Load
3.89,0,25.42,100,15.13,Weekday,Friday,Medium_Load
58.36,27,0,90.76,100,Weekday,Thursday,Maximum_Load
4.72,0,21.06,100,21.87,Weekend,Sunday,Light_Load
3.35,4.82,0,57.07,100,Weekend,Sunday,Light_Load
4.07,0,17.14,100,23.1,Weekend,Saturday,Medium_Load
3.06,0,13.64,100,21.89,Weekend,Sunday,Medium_Load
64.48,42.44,0,83.53,100,Weekend,Saturday,Medium_Load
4.61,0,13.9,100,31.48,Weekday,Thursday,Medium_Load
3.13,5.98,0,46.37,100,Weekday,Wednesday,Light_Load
102.71,36.36,0,94.27,100,Weekday,Tuesday,Medium_Load
61.09,5.15,1.3,99.65,99.98,Weekday,Friday,Medium_Load
3.31,5.65,0,50.55,100,Weekday,Tuesday,Light_Load
3.2,6.16,0,46.1,100,Weekday,Tuesday,Light_Load
3.1,1.87,0.4,85.63,99.18,Weekday,Wednesday,Light_Load
36.47,16.92,1.4,90.71,99.93,Weekday,Monday,Medium_Load
44.96,19.76,0,91.55,100,Weekday,Monday,Medium_Load
36.54,26.64,0,80.8,100,Weekday,Friday,Light_Load
47.63,25.74,1.22,87.98,99.97,Weekday,Wednesday,Maximum_Load
3.24,2.7,0,76.82,100,Weekday,Friday,Light_Load
2.92,0,16.31,100,17.62,Weekday,Friday,Light_Load
3.38,5.26,0,54.06,100,Weekday,Friday,Light_Load
46.26,18.58,0,92.8,100,Weekday,Thursday,Maximum_Load
3.31,3.78,0,65.88,100,Weekday,Wednesday,Light_Load
2.74,5.18,0.11,46.76,99.92,Weekday,Wednesday,Medium_Load
3.28,2.12,0.18,83.98,99.85,Weekday,Tuesday,Light_Load
4.07,0,22.57,100,17.75,Weekday,Monday,Light_Load
62.14,27.32,0,91.54,100,Weekday,Monday,Medium_Load
2.92,5.18,0,49.11,100,Weekday,Wednesday,Light_Load
41.72,30.89,0,80.37,100,Weekday,Wednesday,Light_Load
3.1,4.18,0,59.57,100,Weekday,Wednesday,Light_Load
3.85,2.88,0.65,80.07,98.6,Weekday,Thursday,Maximum_Load
2.48,4.46,0,48.6,100,Weekday,Tuesday,Light_Load
3.82,3.42,0,74.5,100,Weekday,Friday,Light_Load
59.18,34.49,0,86.4,100,Weekday,Monday,Medium_Load
4.5,4.64,0,69.62,100,Weekday,Monday,Light_Load
2.99,4.75,0,53.27,100,Weekend,Saturday,Light_Load
2.99,3.53,0,64.63,100,Weekday,Monday,Light_Load
3.35,0,21.53,100,15.37,Weekend,Saturday,Light_Load
66.71,36.11,0,87.94,100,Weekday,Monday,Maximum_Load
3.6,7.2,0,44.72,100,Weekend,Saturday,Light_Load
25.13,0,8.89,100,94.27,Weekday,Tuesday,Medium_Load
3.35,0,17.39,100,18.92,Weekend,Saturday,Medium_Load
37.48,0.22,3.92,100,99.46,Weekend,Saturday,Medium_Load
71.64,60.95,0,76.16,100,Weekday,Wednesday,Light_Load
3.06,3.46,0,66.25,100,Weekday,Thursday,Light_Load
2.74,4.75,0,49.97,100,Weekday,Wednesday,Light_Load
94.61,58.9,0,84.89,100,Weekday,Wednesday,Light_Load
24.12,0.79,2.02,99.95,99.65,Weekend,Saturday,Medium_Load
47.23,10.94,0,97.42,100,Weekday,Monday,Maximum_Load
3.06,2.59,0,76.33,100,Weekend,Sunday,Light_Load
66.28,35.1,0,88.37,100,Weekday,Monday,Maximum_Load
3.42,4.72,0,58.67,100,Weekday,Monday,Light_Load
3.35,4.32,0,61.28,100,Weekday,Thursday,Light_Load
3.6,4.57,0,61.88,100,Weekday,Monday,Light_Load
3.74,3.74,0,70.71,100,Weekday,Friday,Light_Load
2.7,4.93,0,48.03,100,Weekday,Thursday,Light_Load
109.26,54.83,0,89.38,100,Weekday,Friday,Medium_Load
81.11,37.62,0,90.72,100,Weekday,Friday,Maximum_Load
49.36,29.84,0,85.58,100,Weekday,Thursday,Maximum_Load
92.2,51.05,0,87.49,100,Weekday,Monday,Medium_Load
58.86,25.38,0,91.83,100,Weekday,Monday,Light_Load
24.08,0.25,6.05,99.99,96.99,Weekend,Saturday,Medium_Load
83.2,34.45,0,92.39,100,Weekday,Thursday,Maximum_Load
30.96,0,9.72,100,95.41,Weekday,Monday,Medium_Load
3.64,0,16.85,100,21.12,Weekday,Wednesday,Medium_Load
3.38,4.21,0,62.6,100,Weekday,Friday,Light_Load
5.26,2.59,0.07,89.71,99.99,Weekday,Thursday,Light_Load
3.06,3.67,0,64.04,100,Weekday,Wednesday,Light_Load
3.53,0,16.31,100,21.15,Weekend,Saturday,Light_Load
56.7,19.94,0,94.34,100,Weekend,Sunday,Maximum_Load
3.31,6.19,0,47.15,100,Weekday,Thursday,Light_Load
3.2,5.36,0,51.26,100,Weekday,Tuesday,Light_Load
73.08,39.46,0,87.99,100,Weekday,Thursday,Medium_Load
50.18,20.45,0,92.61,100,Weekday,Monday,Medium_Load
