Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1.780,0.220,242.120,7.400,0.000,0.000,17.000
0.704,0.066,232.940,3.000,0.000,0.000,0.000
1.408,0.172,236.880,6.000,0.000,0.000,17.000
4.046,0.000,237.080,17.000,37.000,0.000,17.000
5.410,0.358,234.310,23.400,2.000,34.000,17.000
0.202,0.056,242.060,0.800,0.000,0.000,0.000
2.564,0.000,241.050,10.600,37.000,0.000,0.000
1.346,0.000,240.450,5.600,0.000,0.000,18.000
1.426,0.070,243.960,5.800,0.000,2.000,19.000
1.622,0.174,238.830,6.800,0.000,0.000,18.000
1.498,0.094,242.060,6.200,0.000,0.000,1.000
0.894,0.190,239.680,3.800,2.000,1.000,0.000
2.456,0.366,238.880,10.400,0.000,1.000,30.000
0.374,0.186,244.080,1.600,0.000,1.000,0.000
0.504,0.216,240.680,2.400,0.000,0.000,0.000
1.276,0.046,239.450,5.200,0.000,0.000,17.000
0.196,0.120,235.590,1.000,0.000,0.000,0.000
0.334,0.260,241.940,1.600,0.000,2.000,1.000
2.210,0.162,240.560,9.200,0.000,0.000,28.000
0.306,0.060,243.190,1.200,0.000,0.000,0.000
0.240,0.000,242.340,1.000,0.000,0.000,1.000
0.618,0.104,239.910,2.600,0.000,0.000,0.000
1.238,0.000,225.880,5.400,0.000,0.000,17.000
0.370,0.138,243.290,1.600,0.000,0.000,1.000
0.328,0.102,242.930,1.600,0.000,1.000,1.000
1.304,0.134,240.060,5.400,0.000,1.000,0.000
0.246,0.080,250.580,1.000,0.000,0.000,0.000
0.258,0.130,243.680,1.200,0.000,0.000,0.000
0.436,0.296,245.870,2.000,0.000,0.000,1.000
2.436,0.184,237.910,10.200,0.000,1.000,17.000
0.284,0.074,238.670,1.200,0.000,0.000,0.000
1.262,0.062,241.420,5.200,0.000,1.000,19.000
0.498,0.362,239.660,2.400,0.000,2.000,1.000
0.308,0.070,235.410,1.400,0.000,1.000,0.000
0.242,0.070,241.930,1.000,0.000,0.000,0.000
0.720,0.334,241.160,3.200,0.000,1.000,0.000
2.808,0.286,239.210,11.800,1.000,20.000,18.000
1.410,0.000,245.660,5.600,0.000,0.000,18.000
0.184,0.000,233.330,0.800,0.000,0.000,0.000
1.436,0.278,243.760,7.600,14.000,0.000,1.000
0.206,0.052,236.150,0.800,0.000,0.000,0.000
2.056,0.454,241.480,8.600,0.000,1.000,11.000
1.336,0.266,244.320,5.600,0.000,0.000,0.000
0.204,0.122,235.170,1.000,0.000,0.000,0.000
0.350,0.110,243.190,1.400,0.000,0.000,0.000
5.082,0.144,233.780,21.600,0.000,35.000,17.000
1.306,0.046,240.910,5.400,0.000,0.000,19.000
1.546,0.304,239.730,6.600,0.000,1.000,17.000
4.302,0.072,238.040,18.000,38.000,1.000,18.000
0.392,0.196,238.960,1.800,0.000,1.000,0.000
1.792,0.194,240.820,7.400,0.000,0.000,0.000
0.214,0.092,243.060,1.000,0.000,2.000,1.000
0.488,0.184,242.080,2.200,0.000,0.000,0.000
0.386,0.106,244.490,1.600,0.000,0.000,1.000
2.024,0.058,238.430,8.400,0.000,2.000,0.000
0.554,0.138,244.770,2.400,0.000,0.000,0.000
4.364,0.142,240.990,18.000,0.000,1.000,18.000
0.224,0.000,247.750,1.000,0.000,0.000,0.000
0.232,0.094,242.140,1.000,0.000,0.000,0.000
0.156,0.000,241.050,0.600,0.000,0.000,1.000
1.842,0.170,236.860,7.800,1.000,0.000,17.000
0.298,0.106,244.140,1.200,0.000,0.000,0.000
0.194,0.092,237.120,0.800,0.000,0.000,0.000
0.352,0.224,242.280,1.600,0.000,0.000,1.000
0.080,0.000,240.130,0.200,0.000,0.000,1.000
0.270,0.056,243.360,1.200,0.000,0.000,0.000
1.538,0.078,238.300,6.400,1.000,0.000,17.000
0.948,0.234,240.670,4.200,0.000,1.000,0.000
1.392,0.084,236.590,5.800,0.000,0.000,17.000
0.274,0.000,239.770,1.200,0.000,0.000,1.000
0.622,0.112,244.940,2.600,0.000,0.000,1.000
4.076,0.232,239.290,17.000,39.000,20.000,0.000
0.210,0.118,241.000,1.000,0.000,1.000,0.000
1.076,0.116,242.580,4.400,0.000,0.000,0.000
0.106,0.000,237.060,0.400,0.000,0.000,0.000
2.270,0.000,242.410,9.200,0.000,0.000,19.000
0.950,0.048,242.310,4.000,0.000,0.000,0.000
0.356,0.062,242.610,1.600,0.000,0.000,0.000
0.310,0.064,243.180,1.200,0.000,0.000,1.000
1.506,0.000,236.630,6.400,0.000,0.000,17.000
0.608,0.064,243.490,2.400,0.000,0.000,0.000
6.476,0.500,230.040,28.200,36.000,1.000,17.000
0.278,0.000,236.100,1.200,0.000,0.000,0.000
2.148,0.058,238.780,9.000,0.000,2.000,17.000
0.484,0.280,238.440,2.200,0.000,1.000,1.000
1.666,0.360,240.170,7.000,0.000,0.000,1.000
1.180,0.092,240.970,4.800,1.000,0.000,0.000
0.434,0.198,241.280,2.000,0.000,1.000,1.000
0.122,0.000,234.300,0.600,0.000,0.000,0.000
1.360,0.056,241.840,5.600,1.000,0.000,0.000
0.222,0.000,243.270,1.000,0.000,0.000,0.000
0.602,0.164,242.430,2.600,0.000,1.000,0.000
0.180,0.000,242.130,0.800,0.000,0.000,1.000
0.860,0.216,242.590,3.600,0.000,1.000,0.000
0.266,0.052,244.370,1.200,0.000,0.000,0.000
0.234,0.104,235.420,1.200,0.000,0.000,0.000
1.274,0.096,238.210,5.200,0.000,1.000,18.000
0.196,0.110,243.900,0.800,0.000,0.000,0.000
0.378,0.160,245.050,1.600,0.000,0.000,0.000
1.362,0.080,240.610,5.600,0.000,1.000,18.000
0.256,0.000,234.680,1.200,0.000,0.000,1.000
0.258,0.106,238.830,1.200,0.000,0.000,0.000
0.224,0.090,244.960,1.000,0.000,1.000,1.000
0.354,0.082,242.890,1.400,0.000,0.000,1.000
1.250,0.076,236.670,5.200,0.000,0.000,17.000
1.384,0.048,239.540,5.800,0.000,0.000,19.000
2.356,0.366,236.630,10.400,0.000,1.000,0.000
0.156,0.000,241.580,0.600,0.000,0.000,0.000
1.442,0.232,240.950,6.000,0.000,0.000,18.000
0.392,0.090,241.280,1.800,0.000,2.000,0.000
1.926,0.066,238.400,8.200,0.000,0.000,1.000
4.294,0.000,236.170,18.200,0.000,0.000,17.000
0.228,0.100,242.150,1.200,0.000,0.000,0.000
0.494,0.000,239.520,2.200,0.000,0.000,0.000
0.458,0.318,240.460,2.200,0.000,1.000,1.000
3.676,0.172,237.100,15.400,0.000,0.000,18.000
0.220,0.000,246.570,0.800,0.000,0.000,0.000
0.362,0.218,243.950,1.600,0.000,0.000,1.000
0.556,0.240,242.930,2.400,0.000,1.000,1.000
0.306,0.226,239.390,1.600,0.000,0.000,1.000
0.300,0.086,245.950,1.200,0.000,1.000,0.000
0.212,0.000,241.240,1.000,0.000,0.000,1.000
0.344,0.128,247.010,1.400,0.000,0.000,1.000
1.276,0.204,234.360,5.400,0.000,0.000,17.000
1.398,0.054,239.240,5.800,0.000,0.000,18.000
1.344,0.182,237.800,5.600,0.000,1.000,18.000
0.404,0.226,243.060,1.800,0.000,1.000,0.000
1.512,0.084,240.670,6.200,0.000,0.000,19.000
0.210,0.142,234.830,1.000,0.000,1.000,0.000
0.280,0.074,241.140,1.200,0.000,0.000,0.000
0.378,0.120,244.230,1.600,0.000,0.000,0.000
1.306,0.000,240.890,5.400,0.000,0.000,18.000
0.692,0.252,241.800,3.000,0.000,2.000,0.000
1.780,0.302,238.230,7.600,0.000,1.000,18.000
0.262,0.000,237.680,1.000,0.000,0.000,1.000
3.728,0.182,232.290,16.000,0.000,18.000,17.000
0.216,0.120,238.990,1.000,0.000,0.000,0.000
0.404,0.222,245.780,1.800,0.000,0.000,1.000
0.340,0.000,240.130,1.400,0.000,0.000,2.000
0.374,0.108,243.910,1.600,0.000,0.000,1.000
0.844,0.148,241.780,3.400,0.000,0.000,10.000
0.230,0.052,240.890,1.200,0.000,0.000,1.000
0.080,0.000,241.260,0.200,0.000,0.000,0.000
0.514,0.080,246.110,2.000,0.000,0.000,1.000
0.250,0.146,241.960,1.200,0.000,0.000,0.000
0.276,0.084,243.630,1.200,0.000,0.000,1.000
0.346,0.104,241.740,1.400,0.000,0.000,1.000
1.320,0.000,242.210,5.400,0.000,0.000,19.000
3.590,0.062,237.580,15.000,0.000,0.000,18.000
0.546,0.000,242.590,2.400,0.000,0.000,0.000
0.210,0.128,237.860,1.000,0.000,0.000,0.000
1.736,0.058,236.760,7.200,0.000,0.000,17.000
1.388,0.208,237.820,5.800,1.000,0.000,1.000
0.382,0.188,235.770,1.800,0.000,0.000,0.000
1.626,0.210,239.720,6.800,0.000,0.000,18.000
0.414,0.092,240.970,1.800,0.000,0.000,1.000
2.466,0.228,239.180,10.200,0.000,1.000,0.000
4.826,0.252,236.750,21.000,32.000,0.000,18.000
0.260,0.046,243.820,1.200,0.000,0.000,0.000
1.548,0.046,239.410,6.400,0.000,0.000,17.000
0.298,0.068,238.810,1.200,0.000,0.000,0.000
1.440,0.142,240.780,6.000,0.000,0.000,18.000
3.384,0.548,239.560,15.200,38.000,1.000,12.000
2.384,0.102,235.670,10.000,0.000,0.000,18.000
0.856,0.048,242.830,3.600,0.000,0.000,0.000
2.366,0.078,236.260,10.000,0.000,2.000,0.000
0.234,0.000,244.930,1.000,0.000,0.000,1.000
1.152,0.078,243.000,4.600,0.000,0.000,1.000
0.210,0.000,241.480,1.000,0.000,0.000,0.000
0.576,0.000,241.170,2.400,4.000,0.000,0.000
0.220,0.000,239.630,1.000,0.000,0.000,0.000
2.290,0.000,240.240,9.400,0.000,0.000,0.000
0.140,0.000,243.430,0.600,0.000,0.000,1.000
0.556,0.128,239.610,2.400,0.000,5.000,0.000
0.146,0.000,238.680,0.600,0.000,0.000,1.000
0.320,0.106,242.570,1.400,0.000,2.000,0.000
0.436,0.102,244.220,2.000,0.000,0.000,0.000
2.684,0.320,236.400,11.400,0.000,1.000,18.000
1.100,0.332,237.750,4.800,0.000,0.000,0.000
0.754,0.124,235.630,3.200,0.000,1.000,0.000
4.606,0.052,235.360,19.600,1.000,35.000,18.000
1.766,0.000,243.190,7.200,0.000,0.000,0.000
1.256,0.252,241.070,5.200,0.000,1.000,0.000
0.210,0.126,243.690,1.000,0.000,2.000,1.000
0.378,0.046,243.400,1.600,0.000,0.000,0.000
0.370,0.000,241.980,1.800,0.000,0.000,1.000
0.232,0.116,239.700,1.000,0.000,0.000,1.000
0.682,0.150,239.310,3.000,0.000,0.000,0.000
2.392,0.200,239.250,10.400,5.000,0.000,18.000
0.518,0.382,244.430,2.600,0.000,1.000,0.000
1.792,0.060,239.800,7.400,0.000,1.000,18.000
1.282,0.000,242.680,5.200,0.000,0.000,0.000
1.300,0.000,237.370,5.400,0.000,0.000,18.000
1.402,0.096,238.270,5.800,0.000,0.000,18.000
0.330,0.068,241.810,1.600,0.000,2.000,0.000
0.548,0.000,240.080,2.200,1.000,1.000,0.000
0.142,0.000,240.210,0.600,0.000,1.000,0.000
0.988,0.238,241.700,4.200,0.000,0.000,10.000
2.010,0.316,243.450,9.000,0.000,0.000,19.000
0.574,0.206,240.760,2.600,0.000,1.000,0.000
2.652,0.274,235.680,11.200,0.000,1.000,17.000
0.218,0.000,236.220,1.000,0.000,0.000,0.000
1.418,0.092,240.620,5.800,0.000,0.000,18.000
1.400,0.210,235.900,6.000,1.000,0.000,18.000
1.536,0.154,237.800,6.400,0.000,2.000,0.000
1.752,0.404,244.310,7.200,0.000,0.000,19.000
0.340,0.070,248.880,1.400,0.000,0.000,0.000
2.094,0.138,243.080,9.000,0.000,0.000,0.000
0.472,0.094,242.520,2.200,0.000,0.000,1.000
1.318,0.000,242.130,5.400,0.000,0.000,19.000
0.884,0.074,240.580,3.800,0.000,0.000,0.000
0.308,0.102,236.510,1.400,0.000,0.000,0.000
1.572,0.362,237.530,8.200,0.000,0.000,1.000
0.156,0.000,240.890,0.600,0.000,0.000,0.000
2.522,0.000,239.730,10.400,0.000,0.000,17.000
1.280,0.096,237.670,5.400,0.000,0.000,17.000
1.728,0.050,243.230,7.000,0.000,0.000,18.000
1.336,0.000,240.110,5.600,0.000,0.000,18.000
0.590,0.000,245.530,2.400,0.000,0.000,1.000
4.168,0.336,237.450,17.600,38.000,1.000,18.000
0.404,0.222,243.600,2.000,0.000,1.000,0.000
1.020,0.064,242.130,4.200,0.000,0.000,0.000
0.244,0.052,240.240,1.000,0.000,2.000,0.000
0.250,0.000,242.930,1.000,0.000,0.000,1.000
0.904,0.054,240.520,3.800,0.000,0.000,0.000
0.984,0.116,237.840,4.200,0.000,0.000,3.000
0.250,0.000,243.830,1.000,0.000,0.000,1.000
0.792,0.048,240.330,3.200,0.000,1.000,0.000
0.296,0.048,242.340,1.400,0.000,0.000,1.000
1.562,0.166,240.010,6.400,0.000,0.000,18.000
0.318,0.234,240.440,1.600,0.000,0.000,1.000
1.404,0.000,238.070,5.800,0.000,0.000,17.000
2.700,0.078,242.650,11.000,0.000,0.000,18.000
0.718,0.156,241.340,3.200,1.000,0.000,0.000
2.068,0.410,242.060,8.600,0.000,5.000,18.000
0.352,0.118,245.750,1.400,0.000,0.000,1.000
3.654,0.450,236.540,15.600,0.000,1.000,18.000
0.218,0.000,241.630,1.000,0.000,0.000,0.000
0.438,0.222,241.420,2.000,0.000,1.000,1.000
1.368,0.216,240.140,5.600,0.000,0.000,18.000
0.224,0.000,244.150,0.800,0.000,0.000,0.000
0.502,0.362,239.700,2.600,0.000,1.000,0.000
0.474,0.258,243.620,2.200,0.000,1.000,1.000
0.482,0.230,242.040,2.200,0.000,0.000,0.000
2.134,0.056,240.120,8.800,0.000,0.000,18.000
0.236,0.084,240.700,1.000,0.000,0.000,1.000
0.580,0.086,234.580,2.400,0.000,0.000,0.000
2.610,0.000,245.930,10.600,0.000,0.000,19.000
5.194,0.110,234.510,22.200,1.000,24.000,17.000
0.322,0.196,241.000,1.600,0.000,1.000,1.000
0.164,0.000,238.360,0.600,0.000,0.000,1.000
1.404,0.082,240.770,5.800,0.000,0.000,18.000
0.394,0.328,238.050,2.000,0.000,1.000,1.000
0.858,0.264,239.080,3.600,0.000,1.000,0.000
0.224,0.000,243.880,1.000,0.000,0.000,0.000
0.358,0.000,244.440,1.600,0.000,0.000,0.000
0.364,0.360,242.740,2.000,0.000,1.000,0.000
1.868,0.322,235.020,8.000,0.000,0.000,17.000
0.170,0.144,242.150,0.800,0.000,2.000,1.000
0.678,0.296,239.720,3.000,0.000,1.000,1.000
0.842,0.068,243.490,3.400,0.000,0.000,0.000
0.346,0.136,239.450,1.600,1.000,0.000,1.000
1.680,0.138,243.460,6.800,1.000,1.000,19.000
0.354,0.136,248.910,1.400,0.000,0.000,1.000
0.228,0.086,239.510,1.000,0.000,0.000,0.000
0.362,0.000,237.840,1.400,0.000,0.000,0.000
0.234,0.000,244.010,1.200,0.000,0.000,1.000
1.490,0.176,241.320,6.200,0.000,1.000,18.000
0.672,0.204,240.120,2.800,0.000,0.000,0.000
0.140,0.000,240.060,0.600,0.000,0.000,1.000
1.362,0.062,240.560,5.600,0.000,0.000,18.000
0.606,0.000,241.190,2.600,0.000,0.000,1.000
2.318,0.050,242.880,9.400,0.000,0.000,0.000
1.328,0.000,244.200,5.400,0.000,0.000,0.000
0.218,0.054,241.710,1.000,0.000,0.000,0.000
1.432,0.000,240.560,6.200,0.000,0.000,15.000
0.144,0.000,240.970,0.600,0.000,0.000,0.000
0.326,0.048,244.050,1.200,0.000,0.000,1.000
0.258,0.000,240.670,1.000,0.000,0.000,1.000
0.868,0.118,240.710,3.600,0.000,0.000,11.000
0.138,0.000,240.220,0.600,0.000,0.000,0.000
0.352,0.114,243.180,1.600,0.000,0.000,0.000
0.304,0.086,243.350,1.200,0.000,0.000,0.000
3.410,0.154,235.170,14.400,1.000,19.000,18.000
1.212,0.000,236.930,5.000,0.000,0.000,18.000
1.092,0.446,237.290,5.000,0.000,2.000,12.000
0.394,0.000,243.040,1.800,0.000,0.000,0.000
5.300,0.152,238.240,22.200,0.000,76.000,0.000
2.414,0.222,240.240,10.800,0.000,0.000,17.000
0.324,0.096,242.900,1.400,0.000,1.000,0.000
0.336,0.234,240.670,1.600,0.000,1.000,1.000
1.448,0.082,245.510,5.800,0.000,0.000,19.000
0.774,0.196,241.900,3.200,0.000,1.000,1.000
1.442,0.162,240.530,6.000,0.000,1.000,18.000
1.378,0.120,240.310,5.800,1.000,0.000,18.000
0.240,0.136,241.740,1.000,0.000,0.000,1.000
0.378,0.108,239.510,1.600,0.000,2.000,0.000
3.078,0.354,236.930,13.000,0.000,0.000,17.000
0.382,0.098,250.480,1.600,0.000,0.000,0.000
1.232,0.162,241.890,5.800,0.000,0.000,0.000
0.598,0.224,240.990,2.600,0.000,2.000,1.000
0.406,0.204,242.400,2.000,0.000,2.000,1.000
1.616,0.192,244.720,6.600,0.000,0.000,19.000
1.438,0.106,237.280,6.000,0.000,0.000,17.000
0.334,0.048,241.090,1.400,0.000,0.000,1.000
0.464,0.208,244.910,2.000,0.000,0.000,0.000
1.478,0.054,245.770,6.000,0.000,0.000,19.000
1.518,0.000,237.600,6.400,0.000,0.000,17.000
1.460,0.254,238.550,6.200,2.000,1.000,18.000
0.704,0.238,240.160,3.000,0.000,0.000,0.000
0.330,0.120,242.860,1.400,0.000,0.000,0.000
1.596,0.216,241.210,6.600,0.000,0.000,19.000
3.434,0.000,232.910,14.800,0.000,0.000,17.000
0.278,0.112,235.840,1.200,1.000,0.000,0.000
0.284,0.096,242.560,1.200,0.000,0.000,0.000
2.346,0.052,240.050,9.600,0.000,0.000,0.000
0.292,0.076,245.360,1.200,0.000,0.000,0.000
1.454,0.000,237.180,6.000,0.000,0.000,17.000
2.176,0.522,230.170,9.800,0.000,0.000,1.000
0.496,0.000,243.230,2.200,1.000,0.000,0.000
2.442,0.384,242.810,10.200,1.000,2.000,19.000
3.948,0.184,232.120,17.000,0.000,39.000,17.000
0.236,0.000,240.160,1.000,0.000,0.000,1.000
0.176,0.154,241.680,0.800,0.000,0.000,1.000
1.582,0.364,241.590,6.600,0.000,0.000,19.000
0.138,0.000,243.610,0.600,0.000,0.000,0.000
0.288,0.000,247.870,1.200,0.000,0.000,0.000
0.268,0.000,241.740,1.200,0.000,1.000,0.000
0.372,0.056,240.950,1.600,0.000,0.000,1.000
0.140,0.000,243.270,0.600,0.000,0.000,0.000
0.400,0.126,241.580,2.000,0.000,0.000,1.000
1.314,0.066,244.680,5.200,0.000,0.000,19.000
0.662,0.158,241.030,3.000,0.000,0.000,0.000
5.760,0.190,231.160,24.800,0.000,34.000,16.000
0.198,0.060,235.710,1.000,0.000,0.000,0.000
0.280,0.224,240.740,1.400,0.000,1.000,0.000
1.090,0.080,244.110,4.400,0.000,0.000,1.000
0.402,0.000,240.740,1.600,0.000,0.000,0.000
0.784,0.206,241.640,3.200,0.000,1.000,0.000
0.322,0.126,252.600,1.400,0.000,0.000,0.000
0.172,0.000,241.750,0.800,0.000,0.000,0.000
0.252,0.000,248.520,1.000,0.000,0.000,1.000
0.258,0.104,241.800,1.200,0.000,0.000,0.000
0.598,0.190,233.580,2.600,0.000,3.000,0.000
0.346,0.106,245.020,1.400,0.000,1.000,1.000
0.080,0.000,239.990,0.200,0.000,0.000,1.000
0.284,0.086,243.690,1.200,0.000,0.000,0.000
3.800,0.204,238.550,15.800,37.000,0.000,17.000
0.866,0.210,238.940,3.600,0.000,2.000,1.000
1.354,0.166,241.590,5.600,1.000,1.000,0.000
0.316,0.238,243.680,1.600,0.000,1.000,0.000
3.038,0.146,242.580,12.400,0.000,0.000,18.000
0.308,0.084,243.500,1.200,0.000,0.000,0.000
1.414,0.122,243.130,5.800,0.000,0.000,18.000
2.786,0.294,237.160,11.800,0.000,0.000,17.000
1.324,0.000,238.450,5.600,0.000,0.000,17.000
0.180,0.000,244.390,0.800,0.000,0.000,0.000
1.482,0.118,245.000,6.000,0.000,0.000,19.000
0.278,0.200,239.840,1.400,0.000,0.000,0.000
0.340,0.100,239.640,1.400,0.000,0.000,1.000
0.226,0.088,239.930,1.000,0.000,1.000,0.000
1.052,0.160,241.540,4.400,0.000,2.000,1.000
0.394,0.206,242.730,1.800,0.000,1.000,0.000
0.316,0.228,240.770,1.600,0.000,0.000,1.000
0.334,0.096,247.740,1.400,0.000,0.000,0.000
1.836,0.048,242.360,7.600,0.000,0.000,18.000
0.600,0.000,241.120,2.400,0.000,0.000,1.000
4.622,0.000,234.910,20.000,0.000,27.000,17.000
4.262,0.302,236.910,18.000,0.000,37.000,17.000
1.880,0.238,242.180,7.800,1.000,1.000,18.000
0.240,0.120,240.710,1.000,0.000,1.000,0.000
0.352,0.000,244.480,1.400,0.000,0.000,0.000
0.398,0.128,243.430,1.800,0.000,2.000,1.000
0.328,0.082,240.730,1.400,0.000,0.000,0.000
1.362,0.178,244.060,5.800,0.000,0.000,12.000
0.338,0.240,241.830,1.600,0.000,1.000,1.000
0.848,0.124,241.960,3.800,0.000,1.000,0.000
1.434,0.224,242.940,6.000,0.000,0.000,19.000
0.360,0.096,240.210,1.600,0.000,0.000,1.000
0.162,0.000,243.340,0.800,0.000,0.000,1.000
1.348,0.060,239.790,5.600,0.000,0.000,17.000
5.992,0.050,233.400,25.600,37.000,0.000,17.000
0.244,0.104,240.870,1.000,0.000,1.000,1.000
0.180,0.090,234.180,0.800,0.000,0.000,0.000
0.570,0.000,245.780,2.400,0.000,1.000,1.000
0.370,0.202,239.220,1.800,0.000,1.000,0.000
3.068,0.398,234.580,13.200,4.000,0.000,16.000
0.248,0.000,242.200,1.000,0.000,0.000,1.000
1.660,0.104,242.420,6.800,0.000,0.000,18.000
0.350,0.150,243.940,1.600,0.000,1.000,0.000
4.226,0.000,238.620,17.600,38.000,3.000,17.000
0.416,0.198,241.540,1.800,0.000,0.000,1.000
0.260,0.128,242.480,1.200,0.000,0.000,1.000
0.718,0.098,241.870,3.000,0.000,0.000,0.000
1.654,0.336,244.980,6.800,0.000,1.000,1.000
0.344,0.112,244.570,1.400,0.000,0.000,1.000
4.898,0.180,236.570,21.000,32.000,0.000,17.000
1.344,0.092,243.670,5.400,0.000,0.000,0.000
0.300,0.224,239.680,1.400,0.000,1.000,1.000
3.448,0.072,236.930,14.600,0.000,0.000,18.000
2.412,0.056,238.810,10.000,0.000,0.000,17.000
0.522,0.000,241.940,2.200,0.000,0.000,1.000
1.366,0.100,239.160,5.600,0.000,0.000,17.000
0.326,0.128,243.100,1.400,0.000,0.000,0.000
1.686,0.190,239.030,7.000,1.000,0.000,18.000
0.322,0.068,243.620,1.400,0.000,1.000,0.000
0.330,0.114,244.690,1.400,0.000,0.000,0.000
0.326,0.112,243.430,1.400,0.000,1.000,0.000
0.222,0.046,243.810,1.000,0.000,0.000,0.000
0.158,0.000,242.170,0.600,0.000,0.000,0.000
0.222,0.000,241.960,1.000,0.000,0.000,0.000
0.294,0.090,241.380,1.200,0.000,0.000,0.000
0.152,0.000,238.440,0.800,0.000,0.000,0.000
0.208,0.068,234.660,1.000,0.000,0.000,0.000
0.232,0.000,244.370,1.000,0.000,0.000,0.000
0.236,0.126,240.740,1.000,0.000,0.000,1.000
0.790,0.150,243.210,3.200,0.000,0.000,12.000
0.104,0.000,238.430,0.400,0.000,0.000,0.000
2.896,0.146,234.570,12.400,0.000,1.000,17.000
0.506,0.088,240.580,2.400,0.000,0.000,0.000
0.230,0.000,247.200,1.000,0.000,0.000,0.000
0.080,0.000,241.260,0.200,0.000,0.000,0.000
0.136,0.000,236.610,0.600,0.000,0.000,1.000
1.518,0.120,240.330,6.200,0.000,0.000,19.000
3.176,0.272,237.960,13.400,0.000,1.000,17.000
0.314,0.086,243.120,1.200,0.000,0.000,0.000
0.080,0.000,239.550,0.200,0.000,0.000,0.000
1.420,0.076,234.670,6.000,0.000,0.000,17.000
1.552,0.386,236.690,6.600,0.000,2.000,17.000
0.380,0.130,242.540,1.600,0.000,1.000,1.000
0.236,0.238,239.310,1.400,0.000,1.000,1.000
0.308,0.000,240.140,1.400,0.000,0.000,1.000
0.214,0.068,243.430,1.000,0.000,0.000,1.000
2.006,0.102,240.910,9.000,0.000,0.000,1.000
0.418,0.100,241.970,1.800,0.000,2.000,1.000
0.474,0.232,240.190,2.200,0.000,2.000,1.000
1.274,0.000,239.860,5.200,0.000,0.000,18.000
2.394,0.114,240.780,9.800,0.000,0.000,0.000
3.134,0.236,235.600,13.400,0.000,28.000,18.000
0.786,0.080,239.930,3.200,0.000,2.000,1.000
2.072,0.286,241.750,8.600,2.000,0.000,19.000
0.286,0.000,244.670,1.200,0.000,0.000,0.000
0.134,0.000,237.880,0.600,0.000,0.000,1.000
0.354,0.072,242.830,1.600,0.000,1.000,0.000
0.316,0.128,244.200,1.400,0.000,0.000,0.000
0.380,0.076,242.650,1.600,0.000,0.000,1.000
1.360,0.316,241.630,5.600,0.000,19.000,1.000
0.212,0.000,240.470,0.800,0.000,0.000,0.000
0.968,0.000,250.110,3.800,0.000,0.000,0.000
0.310,0.206,240.480,1.800,0.000,2.000,1.000
0.436,0.110,240.740,1.800,0.000,0.000,1.000
1.234,0.278,240.900,5.400,0.000,2.000,12.000
3.630,0.086,238.700,15.400,0.000,0.000,20.000
0.254,0.000,241.600,1.000,0.000,0.000,1.000
0.264,0.276,241.670,1.400,0.000,1.000,1.000
1.552,0.326,243.710,6.400,0.000,1.000,18.000
0.362,0.108,247.220,1.400,0.000,0.000,1.000
1.472,0.118,245.150,6.000,0.000,0.000,20.000
0.408,0.076,243.750,1.600,0.000,0.000,0.000
0.444,0.222,243.490,2.000,0.000,0.000,0.000
0.272,0.118,242.610,1.200,0.000,0.000,0.000
0.408,0.336,240.970,2.200,0.000,1.000,0.000
2.600,0.100,239.910,10.800,38.000,0.000,0.000
3.006,0.262,239.230,12.600,39.000,0.000,0.000
0.210,0.000,242.830,0.800,0.000,0.000,0.000
1.084,0.060,240.460,4.600,0.000,0.000,0.000
0.182,0.000,242.710,0.800,0.000,0.000,1.000
1.832,0.238,237.560,7.800,0.000,0.000,0.000
6.106,0.000,239.600,25.400,0.000,37.000,18.000
0.140,0.000,239.030,0.600,0.000,0.000,1.000
1.452,0.126,239.770,6.200,0.000,18.000,1.000
0.372,0.360,242.480,2.000,0.000,1.000,1.000
0.948,0.200,239.170,4.000,0.000,0.000,12.000
1.320,0.000,241.360,5.400,0.000,0.000,19.000
0.648,0.350,239.130,3.200,0.000,1.000,0.000
0.450,0.250,247.260,2.200,0.000,0.000,0.000
0.276,0.230,238.500,1.400,0.000,0.000,0.000
1.490,0.192,239.450,6.200,0.000,2.000,18.000
0.686,0.062,241.670,2.800,0.000,0.000,0.000
0.402,0.196,243.190,2.000,0.000,1.000,1.000
0.226,0.124,239.430,1.000,0.000,0.000,0.000
0.600,0.058,240.770,2.600,0.000,0.000,0.000
2.604,0.000,246.610,10.600,0.000,20.000,19.000
1.408,0.130,243.140,5.800,0.000,0.000,18.000
0.254,0.116,239.400,1.200,0.000,0.000,0.000
1.356,0.112,238.100,5.600,0.000,0.000,18.000
0.562,0.330,243.510,2.600,0.000,1.000,1.000
1.358,0.070,240.960,5.600,0.000,1.000,18.000
0.154,0.000,241.280,0.600,0.000,0.000,1.000
0.386,0.252,247.640,1.800,0.000,1.000,0.000
0.992,0.356,241.460,4.200,0.000,0.000,0.000
